Cdufmun;Município;DATA;Número de registros;População;UF;Índice de isolamento
3550308;São Paulo;01/04/2020;1;12252023;SP;56%
3550308;São Paulo;02/04/2020;1;12252023;SP;56%
3550308;São Paulo;03/04/2020;1;12252023;SP;56%
3550308;São Paulo;04/04/2020;1;12252023;SP;58%
3550308;São Paulo;05/03/2020;1;12252023;SP;28%
3550308;São Paulo;05/04/2020;1;12252023;SP;59%
3550308;São Paulo;06/03/2020;1;12252023;SP;27%
3550308;São Paulo;06/04/2020;1;12252023;SP;54%
3550308;São Paulo;07/04/2020;1;12252023;SP;52%
3550308;São Paulo;08/04/2020;1;12252023;SP;51%
3550308;São Paulo;09/04/2020;1;12252023;SP;48%
3550308;São Paulo;10/04/2020;1;12252023;SP;56%
3550308;São Paulo;11/04/2020;1;12252023;SP;54%
3550308;São Paulo;12/03/2020;1;12252023;SP;25%
3550308;São Paulo;12/04/2020;1;12252023;SP;58%
3550308;São Paulo;13/03/2020;1;12252023;SP;29%
3550308;São Paulo;17/03/2020;1;12252023;SP;38%
3550308;São Paulo;18/03/2020;1;12252023;SP;40%
3550308;São Paulo;19/03/2020;1;12252023;SP;43%
3550308;São Paulo;20/03/2020;1;12252023;SP;45%
3550308;São Paulo;21/03/2020;1;12252023;SP;57%
3550308;São Paulo;22/03/2020;1;12252023;SP;56%
3550308;São Paulo;23/03/2020;1;12252023;SP;53%
3550308;São Paulo;24/03/2020;1;12252023;SP;55%
3550308;São Paulo;25/03/2020;1;12252023;SP;55%
3550308;São Paulo;26/03/2020;1;12252023;SP;55%
3550308;São Paulo;27/03/2020;1;12252023;SP;55%
3550308;São Paulo;28/03/2020;1;12252023;SP;56%
3550308;São Paulo;29/03/2020;1;12252023;SP;59%
3550308;São Paulo;30/03/2020;1;12252023;SP;57%
3550308;São Paulo;31/03/2020;1;12252023;SP;56%
3550308;São Paulo;13/04/2020;1;12252023;SP;50%
3550308;São Paulo;14/04/2020;1;12252023;SP;50%
3550308;São Paulo;15/04/2020;1;12252023;SP;50%
3550308;São Paulo;16/04/2020;1;12252023;SP;49%
3550308;São Paulo;17/04/2020;1;12252023;SP;49%
3550308;São Paulo;18/04/2020;1;12252023;SP;53%
3550308;São Paulo;19/04/2020;1;12252023;SP;58%
3550308;São Paulo;20/04/2020;1;12252023;SP;51%
3518800;Guarulhos;01/04/2020;1;1379182;SP;55%
3518800;Guarulhos;02/04/2020;1;1379182;SP;55%
3518800;Guarulhos;03/04/2020;1;1379182;SP;54%
3518800;Guarulhos;04/04/2020;1;1379182;SP;59%
3518800;Guarulhos;05/03/2020;1;1379182;SP;33%
3518800;Guarulhos;05/04/2020;1;1379182;SP;61%
3518800;Guarulhos;06/03/2020;1;1379182;SP;31%
3518800;Guarulhos;06/04/2020;1;1379182;SP;52%
3518800;Guarulhos;07/04/2020;1;1379182;SP;51%
3518800;Guarulhos;08/04/2020;1;1379182;SP;51%
3518800;Guarulhos;09/04/2020;1;1379182;SP;50%
3518800;Guarulhos;10/04/2020;1;1379182;SP;61%
3518800;Guarulhos;11/04/2020;1;1379182;SP;58%
3518800;Guarulhos;12/03/2020;1;1379182;SP;29%
3518800;Guarulhos;12/04/2020;1;1379182;SP;63%
3518800;Guarulhos;13/03/2020;1;1379182;SP;32%
3518800;Guarulhos;17/03/2020;1;1379182;SP;38%
3518800;Guarulhos;18/03/2020;1;1379182;SP;40%
3518800;Guarulhos;19/03/2020;1;1379182;SP;42%
3518800;Guarulhos;20/03/2020;1;1379182;SP;44%
3518800;Guarulhos;21/03/2020;1;1379182;SP;56%
3518800;Guarulhos;22/03/2020;1;1379182;SP;56%
3518800;Guarulhos;23/03/2020;1;1379182;SP;52%
3518800;Guarulhos;24/03/2020;1;1379182;SP;53%
3518800;Guarulhos;25/03/2020;1;1379182;SP;54%
3518800;Guarulhos;26/03/2020;1;1379182;SP;54%
3518800;Guarulhos;27/03/2020;1;1379182;SP;53%
3518800;Guarulhos;28/03/2020;1;1379182;SP;57%
3518800;Guarulhos;29/03/2020;1;1379182;SP;61%
3518800;Guarulhos;30/03/2020;1;1379182;SP;55%
3518800;Guarulhos;31/03/2020;1;1379182;SP;55%
3518800;Guarulhos;13/04/2020;1;1379182;SP;52%
3518800;Guarulhos;14/04/2020;1;1379182;SP;52%
3518800;Guarulhos;15/04/2020;1;1379182;SP;51%
3518800;Guarulhos;16/04/2020;1;1379182;SP;52%
3518800;Guarulhos;17/04/2020;1;1379182;SP;51%
3518800;Guarulhos;18/04/2020;1;1379182;SP;56%
3518800;Guarulhos;19/04/2020;1;1379182;SP;63%
3518800;Guarulhos;20/04/2020;1;1379182;SP;54%
3509502;Campinas;01/04/2020;1;1204073;SP;54%
3509502;Campinas;02/04/2020;1;1204073;SP;54%
3509502;Campinas;03/04/2020;1;1204073;SP;53%
3509502;Campinas;04/04/2020;1;1204073;SP;58%
3509502;Campinas;05/03/2020;1;1204073;SP;30%
3509502;Campinas;05/04/2020;1;1204073;SP;59%
3509502;Campinas;06/03/2020;1;1204073;SP;29%
3509502;Campinas;06/04/2020;1;1204073;SP;51%
3509502;Campinas;07/04/2020;1;1204073;SP;50%
3509502;Campinas;08/04/2020;1;1204073;SP;50%
3509502;Campinas;09/04/2020;1;1204073;SP;46%
3509502;Campinas;10/04/2020;1;1204073;SP;56%
3509502;Campinas;11/04/2020;1;1204073;SP;54%
3509502;Campinas;12/03/2020;1;1204073;SP;27%
3509502;Campinas;12/04/2020;1;1204073;SP;57%
3509502;Campinas;13/03/2020;1;1204073;SP;30%
3509502;Campinas;17/03/2020;1;1204073;SP;38%
3509502;Campinas;18/03/2020;1;1204073;SP;40%
3509502;Campinas;19/03/2020;1;1204073;SP;43%
3509502;Campinas;20/03/2020;1;1204073;SP;44%
3509502;Campinas;21/03/2020;1;1204073;SP;57%
3509502;Campinas;22/03/2020;1;1204073;SP;57%
3509502;Campinas;23/03/2020;1;1204073;SP;52%
3509502;Campinas;24/03/2020;1;1204073;SP;54%
3509502;Campinas;25/03/2020;1;1204073;SP;55%
3509502;Campinas;26/03/2020;1;1204073;SP;54%
3509502;Campinas;27/03/2020;1;1204073;SP;54%
3509502;Campinas;28/03/2020;1;1204073;SP;57%
3509502;Campinas;29/03/2020;1;1204073;SP;59%
3509502;Campinas;30/03/2020;1;1204073;SP;55%
3509502;Campinas;31/03/2020;1;1204073;SP;55%
3509502;Campinas;13/04/2020;1;1204073;SP;48%
3509502;Campinas;14/04/2020;1;1204073;SP;48%
3509502;Campinas;15/04/2020;1;1204073;SP;48%
3509502;Campinas;16/04/2020;1;1204073;SP;47%
3509502;Campinas;17/04/2020;1;1204073;SP;46%
3509502;Campinas;18/04/2020;1;1204073;SP;52%
3509502;Campinas;19/04/2020;1;1204073;SP;58%
3509502;Campinas;20/04/2020;1;1204073;SP;49%
3548708;São Bernardo do Campo;01/04/2020;1;838936;SP;55%
3548708;São Bernardo do Campo;02/04/2020;1;838936;SP;55%
3548708;São Bernardo do Campo;03/04/2020;1;838936;SP;55%
3548708;São Bernardo do Campo;04/04/2020;1;838936;SP;58%
3548708;São Bernardo do Campo;05/03/2020;1;838936;SP;30%
3548708;São Bernardo do Campo;05/04/2020;1;838936;SP;59%
3548708;São Bernardo do Campo;06/03/2020;1;838936;SP;29%
3548708;São Bernardo do Campo;06/04/2020;1;838936;SP;52%
3548708;São Bernardo do Campo;07/04/2020;1;838936;SP;52%
3548708;São Bernardo do Campo;08/04/2020;1;838936;SP;52%
3548708;São Bernardo do Campo;09/04/2020;1;838936;SP;48%
3548708;São Bernardo do Campo;10/04/2020;1;838936;SP;59%
3548708;São Bernardo do Campo;11/04/2020;1;838936;SP;56%
3548708;São Bernardo do Campo;12/03/2020;1;838936;SP;27%
3548708;São Bernardo do Campo;12/04/2020;1;838936;SP;60%
3548708;São Bernardo do Campo;13/03/2020;1;838936;SP;30%
3548708;São Bernardo do Campo;17/03/2020;1;838936;SP;37%
3548708;São Bernardo do Campo;18/03/2020;1;838936;SP;40%
3548708;São Bernardo do Campo;19/03/2020;1;838936;SP;42%
3548708;São Bernardo do Campo;20/03/2020;1;838936;SP;44%
3548708;São Bernardo do Campo;21/03/2020;1;838936;SP;55%
3548708;São Bernardo do Campo;22/03/2020;1;838936;SP;56%
3548708;São Bernardo do Campo;23/03/2020;1;838936;SP;52%
3548708;São Bernardo do Campo;24/03/2020;1;838936;SP;54%
3548708;São Bernardo do Campo;25/03/2020;1;838936;SP;54%
3548708;São Bernardo do Campo;26/03/2020;1;838936;SP;55%
3548708;São Bernardo do Campo;27/03/2020;1;838936;SP;53%
3548708;São Bernardo do Campo;28/03/2020;1;838936;SP;55%
3548708;São Bernardo do Campo;29/03/2020;1;838936;SP;59%
3548708;São Bernardo do Campo;30/03/2020;1;838936;SP;56%
3548708;São Bernardo do Campo;31/03/2020;1;838936;SP;56%
3548708;São Bernardo do Campo;13/04/2020;1;838936;SP;51%
3548708;São Bernardo do Campo;14/04/2020;1;838936;SP;50%
3548708;São Bernardo do Campo;15/04/2020;1;838936;SP;51%
3548708;São Bernardo do Campo;16/04/2020;1;838936;SP;50%
3548708;São Bernardo do Campo;17/04/2020;1;838936;SP;49%
3548708;São Bernardo do Campo;18/04/2020;1;838936;SP;54%
3548708;São Bernardo do Campo;19/04/2020;1;838936;SP;60%
3548708;São Bernardo do Campo;20/04/2020;1;838936;SP;52%
3549904;São José dos Campos;01/04/2020;1;721944;SP;56%
3549904;São José dos Campos;02/04/2020;1;721944;SP;55%
3549904;São José dos Campos;03/04/2020;1;721944;SP;55%
3549904;São José dos Campos;04/04/2020;1;721944;SP;58%
3549904;São José dos Campos;05/03/2020;1;721944;SP;34%
3549904;São José dos Campos;05/04/2020;1;721944;SP;60%
3549904;São José dos Campos;06/03/2020;1;721944;SP;33%
3549904;São José dos Campos;06/04/2020;1;721944;SP;52%
3549904;São José dos Campos;07/04/2020;1;721944;SP;51%
3549904;São José dos Campos;08/04/2020;1;721944;SP;51%
3549904;São José dos Campos;09/04/2020;1;721944;SP;49%
3549904;São José dos Campos;10/04/2020;1;721944;SP;59%
3549904;São José dos Campos;11/04/2020;1;721944;SP;56%
3549904;São José dos Campos;12/03/2020;1;721944;SP;31%
3549904;São José dos Campos;12/04/2020;1;721944;SP;60%
3549904;São José dos Campos;13/03/2020;1;721944;SP;34%
3549904;São José dos Campos;17/03/2020;1;721944;SP;40%
3549904;São José dos Campos;18/03/2020;1;721944;SP;41%
3549904;São José dos Campos;19/03/2020;1;721944;SP;50%
3549904;São José dos Campos;20/03/2020;1;721944;SP;47%
3549904;São José dos Campos;21/03/2020;1;721944;SP;58%
3549904;São José dos Campos;22/03/2020;1;721944;SP;57%
3549904;São José dos Campos;23/03/2020;1;721944;SP;52%
3549904;São José dos Campos;24/03/2020;1;721944;SP;55%
3549904;São José dos Campos;25/03/2020;1;721944;SP;55%
3549904;São José dos Campos;26/03/2020;1;721944;SP;54%
3549904;São José dos Campos;27/03/2020;1;721944;SP;55%
3549904;São José dos Campos;28/03/2020;1;721944;SP;57%
3549904;São José dos Campos;29/03/2020;1;721944;SP;60%
3549904;São José dos Campos;30/03/2020;1;721944;SP;56%
3549904;São José dos Campos;31/03/2020;1;721944;SP;56%
3549904;São José dos Campos;13/04/2020;1;721944;SP;50%
3549904;São José dos Campos;14/04/2020;1;721944;SP;50%
3549904;São José dos Campos;15/04/2020;1;721944;SP;50%
3549904;São José dos Campos;16/04/2020;1;721944;SP;50%
3549904;São José dos Campos;17/04/2020;1;721944;SP;49%
3549904;São José dos Campos;18/04/2020;1;721944;SP;55%
3549904;São José dos Campos;19/04/2020;1;721944;SP;61%
3549904;São José dos Campos;20/04/2020;1;721944;SP;51%
3547809;Santo André;01/04/2020;1;718773;SP;57%
3547809;Santo André;02/04/2020;1;718773;SP;56%
3547809;Santo André;03/04/2020;1;718773;SP;56%
3547809;Santo André;04/04/2020;1;718773;SP;58%
3547809;Santo André;05/03/2020;1;718773;SP;28%
3547809;Santo André;05/04/2020;1;718773;SP;59%
3547809;Santo André;06/03/2020;1;718773;SP;27%
3547809;Santo André;06/04/2020;1;718773;SP;53%
3547809;Santo André;07/04/2020;1;718773;SP;52%
3547809;Santo André;08/04/2020;1;718773;SP;54%
3547809;Santo André;09/04/2020;1;718773;SP;49%
3547809;Santo André;10/04/2020;1;718773;SP;58%
3547809;Santo André;11/04/2020;1;718773;SP;55%
3547809;Santo André;12/03/2020;1;718773;SP;26%
3547809;Santo André;12/04/2020;1;718773;SP;60%
3547809;Santo André;13/03/2020;1;718773;SP;29%
3547809;Santo André;17/03/2020;1;718773;SP;37%
3547809;Santo André;18/03/2020;1;718773;SP;39%
3547809;Santo André;19/03/2020;1;718773;SP;43%
3547809;Santo André;20/03/2020;1;718773;SP;45%
3547809;Santo André;21/03/2020;1;718773;SP;56%
3547809;Santo André;22/03/2020;1;718773;SP;57%
3547809;Santo André;23/03/2020;1;718773;SP;53%
3547809;Santo André;24/03/2020;1;718773;SP;55%
3547809;Santo André;25/03/2020;1;718773;SP;55%
3547809;Santo André;26/03/2020;1;718773;SP;56%
3547809;Santo André;27/03/2020;1;718773;SP;54%
3547809;Santo André;28/03/2020;1;718773;SP;56%
3547809;Santo André;29/03/2020;1;718773;SP;60%
3547809;Santo André;30/03/2020;1;718773;SP;58%
3547809;Santo André;31/03/2020;1;718773;SP;56%
3547809;Santo André;13/04/2020;1;718773;SP;52%
3547809;Santo André;14/04/2020;1;718773;SP;51%
3547809;Santo André;15/04/2020;1;718773;SP;52%
3547809;Santo André;16/04/2020;1;718773;SP;51%
3547809;Santo André;17/04/2020;1;718773;SP;50%
3547809;Santo André;18/04/2020;1;718773;SP;54%
3547809;Santo André;19/04/2020;1;718773;SP;60%
3547809;Santo André;20/04/2020;1;718773;SP;52%
3543402;Ribeirão Preto;01/04/2020;1;703293;SP;51%
3543402;Ribeirão Preto;02/04/2020;1;703293;SP;51%
3543402;Ribeirão Preto;03/04/2020;1;703293;SP;50%
3543402;Ribeirão Preto;04/04/2020;1;703293;SP;55%
3543402;Ribeirão Preto;05/03/2020;1;703293;SP;29%
3543402;Ribeirão Preto;05/04/2020;1;703293;SP;56%
3543402;Ribeirão Preto;06/03/2020;1;703293;SP;28%
3543402;Ribeirão Preto;06/04/2020;1;703293;SP;48%
3543402;Ribeirão Preto;07/04/2020;1;703293;SP;47%
3543402;Ribeirão Preto;08/04/2020;1;703293;SP;46%
3543402;Ribeirão Preto;09/04/2020;1;703293;SP;41%
3543402;Ribeirão Preto;10/04/2020;1;703293;SP;54%
3543402;Ribeirão Preto;11/04/2020;1;703293;SP;50%
3543402;Ribeirão Preto;12/03/2020;1;703293;SP;26%
3543402;Ribeirão Preto;12/04/2020;1;703293;SP;54%
3543402;Ribeirão Preto;13/03/2020;1;703293;SP;28%
3543402;Ribeirão Preto;17/03/2020;1;703293;SP;34%
3543402;Ribeirão Preto;18/03/2020;1;703293;SP;36%
3543402;Ribeirão Preto;19/03/2020;1;703293;SP;39%
3543402;Ribeirão Preto;20/03/2020;1;703293;SP;40%
3543402;Ribeirão Preto;21/03/2020;1;703293;SP;54%
3543402;Ribeirão Preto;22/03/2020;1;703293;SP;54%
3543402;Ribeirão Preto;23/03/2020;1;703293;SP;48%
3543402;Ribeirão Preto;24/03/2020;1;703293;SP;50%
3543402;Ribeirão Preto;25/03/2020;1;703293;SP;52%
3543402;Ribeirão Preto;26/03/2020;1;703293;SP;51%
3543402;Ribeirão Preto;27/03/2020;1;703293;SP;50%
3543402;Ribeirão Preto;28/03/2020;1;703293;SP;54%
3543402;Ribeirão Preto;29/03/2020;1;703293;SP;56%
3543402;Ribeirão Preto;30/03/2020;1;703293;SP;51%
3543402;Ribeirão Preto;31/03/2020;1;703293;SP;51%
3543402;Ribeirão Preto;13/04/2020;1;703293;SP;44%
3543402;Ribeirão Preto;14/04/2020;1;703293;SP;44%
3543402;Ribeirão Preto;15/04/2020;1;703293;SP;43%
3543402;Ribeirão Preto;16/04/2020;1;703293;SP;42%
3543402;Ribeirão Preto;17/04/2020;1;703293;SP;41%
3543402;Ribeirão Preto;18/04/2020;1;703293;SP;48%
3543402;Ribeirão Preto;19/04/2020;1;703293;SP;55%
3543402;Ribeirão Preto;20/04/2020;1;703293;SP;44%
3534401;Osasco;01/04/2020;1;698418;SP;56%
3534401;Osasco;02/04/2020;1;698418;SP;56%
3534401;Osasco;03/04/2020;1;698418;SP;56%
3534401;Osasco;04/04/2020;1;698418;SP;59%
3534401;Osasco;05/03/2020;1;698418;SP;29%
3534401;Osasco;05/04/2020;1;698418;SP;61%
3534401;Osasco;06/03/2020;1;698418;SP;28%
3534401;Osasco;06/04/2020;1;698418;SP;53%
3534401;Osasco;07/04/2020;1;698418;SP;52%
3534401;Osasco;08/04/2020;1;698418;SP;52%
3534401;Osasco;09/04/2020;1;698418;SP;50%
3534401;Osasco;10/04/2020;1;698418;SP;60%
3534401;Osasco;11/04/2020;1;698418;SP;57%
3534401;Osasco;12/03/2020;1;698418;SP;27%
3534401;Osasco;12/04/2020;1;698418;SP;62%
3534401;Osasco;13/03/2020;1;698418;SP;30%
3534401;Osasco;17/03/2020;1;698418;SP;37%
3534401;Osasco;18/03/2020;1;698418;SP;40%
3534401;Osasco;19/03/2020;1;698418;SP;42%
3534401;Osasco;20/03/2020;1;698418;SP;45%
3534401;Osasco;21/03/2020;1;698418;SP;57%
3534401;Osasco;22/03/2020;1;698418;SP;57%
3534401;Osasco;23/03/2020;1;698418;SP;53%
3534401;Osasco;24/03/2020;1;698418;SP;54%
3534401;Osasco;25/03/2020;1;698418;SP;54%
3534401;Osasco;26/03/2020;1;698418;SP;55%
3534401;Osasco;27/03/2020;1;698418;SP;54%
3534401;Osasco;28/03/2020;1;698418;SP;56%
3534401;Osasco;29/03/2020;1;698418;SP;61%
3534401;Osasco;30/03/2020;1;698418;SP;56%
3534401;Osasco;31/03/2020;1;698418;SP;57%
3534401;Osasco;13/04/2020;1;698418;SP;52%
3534401;Osasco;14/04/2020;1;698418;SP;52%
3534401;Osasco;15/04/2020;1;698418;SP;52%
3534401;Osasco;16/04/2020;1;698418;SP;52%
3534401;Osasco;17/04/2020;1;698418;SP;51%
3534401;Osasco;18/04/2020;1;698418;SP;55%
3534401;Osasco;19/04/2020;1;698418;SP;62%
3534401;Osasco;20/04/2020;1;698418;SP;53%
3552205;Sorocaba;01/04/2020;1;679378;SP;53%
3552205;Sorocaba;02/04/2020;1;679378;SP;52%
3552205;Sorocaba;03/04/2020;1;679378;SP;52%
3552205;Sorocaba;04/04/2020;1;679378;SP;54%
3552205;Sorocaba;05/03/2020;1;679378;SP;31%
3552205;Sorocaba;05/04/2020;1;679378;SP;56%
3552205;Sorocaba;06/03/2020;1;679378;SP;29%
3552205;Sorocaba;06/04/2020;1;679378;SP;49%
3552205;Sorocaba;07/04/2020;1;679378;SP;48%
3552205;Sorocaba;08/04/2020;1;679378;SP;48%
3552205;Sorocaba;09/04/2020;1;679378;SP;45%
3552205;Sorocaba;10/04/2020;1;679378;SP;56%
3552205;Sorocaba;11/04/2020;1;679378;SP;53%
3552205;Sorocaba;12/03/2020;1;679378;SP;28%
3552205;Sorocaba;12/04/2020;1;679378;SP;57%
3552205;Sorocaba;13/03/2020;1;679378;SP;30%
3552205;Sorocaba;17/03/2020;1;679378;SP;36%
3552205;Sorocaba;18/03/2020;1;679378;SP;37%
3552205;Sorocaba;19/03/2020;1;679378;SP;40%
3552205;Sorocaba;20/03/2020;1;679378;SP;40%
3552205;Sorocaba;21/03/2020;1;679378;SP;52%
3552205;Sorocaba;22/03/2020;1;679378;SP;52%
3552205;Sorocaba;23/03/2020;1;679378;SP;49%
3552205;Sorocaba;24/03/2020;1;679378;SP;51%
3552205;Sorocaba;25/03/2020;1;679378;SP;52%
3552205;Sorocaba;26/03/2020;1;679378;SP;51%
3552205;Sorocaba;27/03/2020;1;679378;SP;51%
3552205;Sorocaba;28/03/2020;1;679378;SP;54%
3552205;Sorocaba;29/03/2020;1;679378;SP;56%
3552205;Sorocaba;30/03/2020;1;679378;SP;53%
3552205;Sorocaba;31/03/2020;1;679378;SP;53%
3552205;Sorocaba;13/04/2020;1;679378;SP;48%
3552205;Sorocaba;14/04/2020;1;679378;SP;49%
3552205;Sorocaba;15/04/2020;1;679378;SP;48%
3552205;Sorocaba;16/04/2020;1;679378;SP;47%
3552205;Sorocaba;17/04/2020;1;679378;SP;46%
3552205;Sorocaba;18/04/2020;1;679378;SP;51%
3552205;Sorocaba;19/04/2020;1;679378;SP;57%
3552205;Sorocaba;20/04/2020;1;679378;SP;48%
3529401;Mauá;01/04/2020;1;472912;SP;56%
3529401;Mauá;02/04/2020;1;472912;SP;56%
3529401;Mauá;03/04/2020;1;472912;SP;56%
3529401;Mauá;04/04/2020;1;472912;SP;59%
3529401;Mauá;05/03/2020;1;472912;SP;33%
3529401;Mauá;05/04/2020;1;472912;SP;60%
3529401;Mauá;06/03/2020;1;472912;SP;31%
3529401;Mauá;06/04/2020;1;472912;SP;53%
3529401;Mauá;07/04/2020;1;472912;SP;51%
3529401;Mauá;08/04/2020;1;472912;SP;51%
3529401;Mauá;09/04/2020;1;472912;SP;50%
3529401;Mauá;10/04/2020;1;472912;SP;61%
3529401;Mauá;11/04/2020;1;472912;SP;58%
3529401;Mauá;12/03/2020;1;472912;SP;30%
3529401;Mauá;12/04/2020;1;472912;SP;62%
3529401;Mauá;13/03/2020;1;472912;SP;32%
3529401;Mauá;17/03/2020;1;472912;SP;38%
3529401;Mauá;18/03/2020;1;472912;SP;40%
3529401;Mauá;19/03/2020;1;472912;SP;42%
3529401;Mauá;20/03/2020;1;472912;SP;44%
3529401;Mauá;21/03/2020;1;472912;SP;53%
3529401;Mauá;22/03/2020;1;472912;SP;56%
3529401;Mauá;23/03/2020;1;472912;SP;51%
3529401;Mauá;24/03/2020;1;472912;SP;53%
3529401;Mauá;25/03/2020;1;472912;SP;54%
3529401;Mauá;26/03/2020;1;472912;SP;55%
3529401;Mauá;27/03/2020;1;472912;SP;54%
3529401;Mauá;28/03/2020;1;472912;SP;57%
3529401;Mauá;29/03/2020;1;472912;SP;60%
3529401;Mauá;30/03/2020;1;472912;SP;57%
3529401;Mauá;31/03/2020;1;472912;SP;57%
3529401;Mauá;13/04/2020;1;472912;SP;53%
3529401;Mauá;14/04/2020;1;472912;SP;53%
3529401;Mauá;15/04/2020;1;472912;SP;52%
3529401;Mauá;16/04/2020;1;472912;SP;52%
3529401;Mauá;17/04/2020;1;472912;SP;52%
3529401;Mauá;18/04/2020;1;472912;SP;57%
3529401;Mauá;19/04/2020;1;472912;SP;62%
3529401;Mauá;20/04/2020;1;472912;SP;53%
3549805;São José do Rio Preto;01/04/2020;1;460671;SP;50%
3549805;São José do Rio Preto;02/04/2020;1;460671;SP;49%
3549805;São José do Rio Preto;03/04/2020;1;460671;SP;47%
3549805;São José do Rio Preto;04/04/2020;1;460671;SP;53%
3549805;São José do Rio Preto;05/03/2020;1;460671;SP;30%
3549805;São José do Rio Preto;05/04/2020;1;460671;SP;55%
3549805;São José do Rio Preto;06/03/2020;1;460671;SP;28%
3549805;São José do Rio Preto;06/04/2020;1;460671;SP;46%
3549805;São José do Rio Preto;07/04/2020;1;460671;SP;45%
3549805;São José do Rio Preto;08/04/2020;1;460671;SP;44%
3549805;São José do Rio Preto;09/04/2020;1;460671;SP;40%
3549805;São José do Rio Preto;10/04/2020;1;460671;SP;53%
3549805;São José do Rio Preto;11/04/2020;1;460671;SP;49%
3549805;São José do Rio Preto;12/03/2020;1;460671;SP;26%
3549805;São José do Rio Preto;12/04/2020;1;460671;SP;53%
3549805;São José do Rio Preto;13/03/2020;1;460671;SP;28%
3549805;São José do Rio Preto;17/03/2020;1;460671;SP;35%
3549805;São José do Rio Preto;18/03/2020;1;460671;SP;35%
3549805;São José do Rio Preto;19/03/2020;1;460671;SP;45%
3549805;São José do Rio Preto;20/03/2020;1;460671;SP;40%
3549805;São José do Rio Preto;21/03/2020;1;460671;SP;52%
3549805;São José do Rio Preto;22/03/2020;1;460671;SP;51%
3549805;São José do Rio Preto;23/03/2020;1;460671;SP;47%
3549805;São José do Rio Preto;24/03/2020;1;460671;SP;49%
3549805;São José do Rio Preto;25/03/2020;1;460671;SP;51%
3549805;São José do Rio Preto;26/03/2020;1;460671;SP;49%
3549805;São José do Rio Preto;27/03/2020;1;460671;SP;48%
3549805;São José do Rio Preto;28/03/2020;1;460671;SP;52%
3549805;São José do Rio Preto;29/03/2020;1;460671;SP;57%
3549805;São José do Rio Preto;30/03/2020;1;460671;SP;50%
3549805;São José do Rio Preto;31/03/2020;1;460671;SP;49%
3549805;São José do Rio Preto;13/04/2020;1;460671;SP;43%
3549805;São José do Rio Preto;14/04/2020;1;460671;SP;45%
3549805;São José do Rio Preto;15/04/2020;1;460671;SP;43%
3549805;São José do Rio Preto;16/04/2020;1;460671;SP;42%
3549805;São José do Rio Preto;17/04/2020;1;460671;SP;40%
3549805;São José do Rio Preto;18/04/2020;1;460671;SP;48%
3549805;São José do Rio Preto;19/04/2020;1;460671;SP;55%
3549805;São José do Rio Preto;20/04/2020;1;460671;SP;42%
3530607;Mogi das Cruzes;01/04/2020;1;445842;SP;57%
3530607;Mogi das Cruzes;02/04/2020;1;445842;SP;58%
3530607;Mogi das Cruzes;03/04/2020;1;445842;SP;57%
3530607;Mogi das Cruzes;04/04/2020;1;445842;SP;60%
3530607;Mogi das Cruzes;05/03/2020;1;445842;SP;34%
3530607;Mogi das Cruzes;05/04/2020;1;445842;SP;61%
3530607;Mogi das Cruzes;06/03/2020;1;445842;SP;32%
3530607;Mogi das Cruzes;06/04/2020;1;445842;SP;54%
3530607;Mogi das Cruzes;07/04/2020;1;445842;SP;53%
3530607;Mogi das Cruzes;08/04/2020;1;445842;SP;53%
3530607;Mogi das Cruzes;09/04/2020;1;445842;SP;52%
3530607;Mogi das Cruzes;10/04/2020;1;445842;SP;61%
3530607;Mogi das Cruzes;11/04/2020;1;445842;SP;58%
3530607;Mogi das Cruzes;12/03/2020;1;445842;SP;31%
3530607;Mogi das Cruzes;12/04/2020;1;445842;SP;63%
3530607;Mogi das Cruzes;13/03/2020;1;445842;SP;34%
3530607;Mogi das Cruzes;17/03/2020;1;445842;SP;40%
3530607;Mogi das Cruzes;18/03/2020;1;445842;SP;41%
3530607;Mogi das Cruzes;19/03/2020;1;445842;SP;44%
3530607;Mogi das Cruzes;20/03/2020;1;445842;SP;45%
3530607;Mogi das Cruzes;21/03/2020;1;445842;SP;56%
3530607;Mogi das Cruzes;22/03/2020;1;445842;SP;58%
3530607;Mogi das Cruzes;23/03/2020;1;445842;SP;54%
3530607;Mogi das Cruzes;24/03/2020;1;445842;SP;56%
3530607;Mogi das Cruzes;25/03/2020;1;445842;SP;56%
3530607;Mogi das Cruzes;26/03/2020;1;445842;SP;56%
3530607;Mogi das Cruzes;27/03/2020;1;445842;SP;54%
3530607;Mogi das Cruzes;28/03/2020;1;445842;SP;57%
3530607;Mogi das Cruzes;29/03/2020;1;445842;SP;60%
3530607;Mogi das Cruzes;30/03/2020;1;445842;SP;58%
3530607;Mogi das Cruzes;31/03/2020;1;445842;SP;58%
3530607;Mogi das Cruzes;13/04/2020;1;445842;SP;54%
3530607;Mogi das Cruzes;14/04/2020;1;445842;SP;54%
3530607;Mogi das Cruzes;15/04/2020;1;445842;SP;54%
3530607;Mogi das Cruzes;16/04/2020;1;445842;SP;53%
3530607;Mogi das Cruzes;17/04/2020;1;445842;SP;52%
3530607;Mogi das Cruzes;18/04/2020;1;445842;SP;57%
3530607;Mogi das Cruzes;19/04/2020;1;445842;SP;63%
3530607;Mogi das Cruzes;20/04/2020;1;445842;SP;54%
3548500;Santos;01/04/2020;1;433311;SP;54%
